latitude,longitude,crime_type,timestamp,cluster
12.944301956959574,77.5650433170804,assault,2024-07-17 19:00:00,0
12.951698618010866,77.65207090588113,fraud,2024-05-08 10:00:00,-1
12.920707710082715,77.63663510310215,robbery,2024-10-24 02:00:00,6
12.913724124588619,77.63216944251266,fraud,2024-09-10 11:00:00,-1
12.980004001697802,77.6326636580488,assault,2024-04-08 18:00:00,-1
12.934917949636354,77.56872179178438,fraud,2024-04-25 10:00:00,0
12.961398591671125,77.63395661929678,theft,2024-12-03 01:00:00,3
12.927671436066623,77.56545188090269,burglary,2024-10-15 13:00:00,0
12.978011286292707,77.60650727894497,burglary,2024-07-13 16:00:00,1
12.96412793425485,77.66416019235601,robbery,2024-01-22 13:00:00,-1
12.988995598922278,77.6151694549181,assault,2024-10-03 00:00:00,1
12.93420932587381,77.63437233418921,theft,2024-10-30 18:00:00,4
12.92774420173258,77.63011944004072,theft,2024-08-07 13:00:00,4
12.984329288265247,77.61945986019299,fraud,2024-12-14 16:00:00,1
12.984402691284611,77.61581229626692,theft,2024-09-09 20:00:00,1
12.951645638931044,77.6355677080999,robbery,2024-08-10 21:00:00,2
12.999880294588356,77.59582424145938,assault,2024-05-06 09:00:00,7
13.001862095465217,77.60087141333094,theft,2024-09-02 15:00:00,8
12.976375954174669,77.60187271172961,theft,2024-01-13 06:00:00,-1
12.949587886913102,77.64363139587452,theft,2024-05-21 11:00:00,30
12.927981341070964,77.54819330488796,theft,2024-08-02 21:00:00,-1
12.955719132577633,77.54526133049288,theft,2024-11-09 21:00:00,-1
12.951909049695702,77.63699289266182,robbery,2024-02-22 11:00:00,2
12.921565428163083,77.63294928329415,theft,2024-12-15 14:00:00,4
12.857279751646798,77.51552038224881,fraud,2024-05-03 09:00:00,-1
12.931907572326097,77.56701891871198,assault,2024-12-11 04:00:00,0
12.988624841559087,77.61775626226458,theft,2024-01-01 14:00:00,1
12.992244553558622,77.60282891637588,theft,2024-08-24 20:00:00,1
12.877481747063866,77.55836815111866,assault,2024-03-16 15:00:00,-1
12.935302728354591,77.57517549747739,theft,2024-12-06 06:00:00,-1
12.925387816005674,77.62123534912178,assault,2024-01-10 21:00:00,4
12.979116337593782,77.61960412978465,theft,2024-05-26 00:00:00,1
12.989492564109511,77.62776305648927,fraud,2024-09-14 16:00:00,-1
12.932585662791116,77.63222637320008,robbery,2024-06-26 02:00:00,4
12.929224235626574,77.62904991648016,homicide,2024-09-24 02:00:00,4
12.961301946826618,77.63468983448243,theft,2024-09-20 09:00:00,3
12.984893547371955,77.5978686377985,assault,2024-11-09 20:00:00,1
13.099609781576838,77.69476907182096,burglary,2024-10-03 03:00:00,-1
13.008225838259724,77.58947009742083,robbery,2024-04-08 15:00:00,-1
12.937629680383127,77.6264850434668,assault,2024-07-08 04:00:00,27
12.939831239423535,77.6277014715737,burglary,2024-12-26 16:00:00,-1
13.001264782413738,77.57717925834949,assault,2024-07-05 18:00:00,-1
12.955763687159457,77.64754361899749,fraud,2024-08-10 19:00:00,3
12.930375784507941,77.56008520765198,theft,2024-01-25 19:00:00,0
12.934461153098399,77.56219396836659,fraud,2024-07-04 06:00:00,0
13.002600352048484,77.60328938936769,assault,2024-05-25 14:00:00,12
12.907601461751348,77.57486627429243,fraud,2024-08-17 06:00:00,-1
12.977667962983986,77.60455297390426,fraud,2024-07-12 04:00:00,1
12.970126826442343,77.6041475475846,homicide,2024-11-22 12:00:00,-1
12.938020392316314,77.62358249354891,assault,2024-12-29 21:00:00,-1
12.930868104215,77.55082363719801,assault,2024-06-21 12:00:00,9
12.98934065337218,77.60408028453541,theft,2024-11-12 08:00:00,1
12.95022023757636,77.64576400537136,assault,2024-11-07 00:00:00,3
12.982268722490472,77.62327529223047,fraud,2024-08-16 03:00:00,-1
12.933426506113923,77.56193710385676,theft,2024-10-31 13:00:00,0
12.968657304272044,77.65420013296294,fraud,2024-01-12 09:00:00,-1
12.924942937590622,77.62531817884567,theft,2024-06-12 07:00:00,4
12.98874414545705,77.59746521783676,assault,2024-08-15 21:00:00,1
12.953891434211156,77.62686654256876,robbery,2024-08-27 12:00:00,-1
12.94313756817648,77.57201272103705,assault,2024-11-07 17:00:00,-1
12.946637385010014,77.55644604681677,fraud,2024-06-25 10:00:00,0
12.976785214416179,77.62689672552423,homicide,2024-06-25 12:00:00,1
12.939435895074212,77.63246108009167,theft,2024-11-06 05:00:00,10
12.927450310814566,77.63159345932762,burglary,2024-06-13 09:00:00,4
12.983993618557609,77.5993679641631,theft,2024-01-01 18:00:00,1
12.970762780249986,77.61969119225941,burglary,2024-10-14 01:00:00,11
12.899583007507728,77.6290715100819,homicide,2024-11-01 11:00:00,-1
12.975539995283793,77.65371415738053,fraud,2024-11-08 16:00:00,-1
12.993623862565396,77.62242985912745,theft,2024-07-10 01:00:00,-1
12.980952409351017,77.61602055875557,assault,2024-11-03 05:00:00,1
12.955160295916395,77.6503469957679,robbery,2024-02-20 16:00:00,36
12.9801541390793,77.62676464159996,homicide,2024-09-29 19:00:00,1
12.975748357589579,77.61312427816708,assault,2024-08-22 10:00:00,1
12.940134650013018,77.55268041374299,theft,2024-07-02 02:00:00,0
12.940944100413907,77.56031996708624,robbery,2024-02-20 18:00:00,0
12.977469440227342,77.60906427512151,theft,2024-11-21 00:00:00,1
12.97023879022046,77.6138749951883,assault,2024-03-18 12:00:00,-1
12.931604059980303,77.56191129131949,fraud,2024-11-14 15:00:00,0
12.983163556995338,77.60920540343027,fraud,2024-10-29 23:00:00,1
12.996336117226203,77.61724275019988,burglary,2024-06-02 13:00:00,1
12.944013080783275,77.55229596526725,fraud,2024-08-25 10:00:00,0
12.926385020484974,77.6235732910527,robbery,2024-01-15 22:00:00,4
12.983790872927406,77.60507896921243,homicide,2024-03-26 11:00:00,1
12.960799793744986,77.64695594361996,burglary,2024-03-07 08:00:00,3
13.002298100791204,77.6104151239485,burglary,2024-04-20 07:00:00,12
12.942993467713835,77.64821108001887,assault,2024-06-28 01:00:00,-1
12.879323347544549,77.56302587489522,theft,2024-07-16 05:00:00,-1
12.933788234852646,77.63237924705977,theft,2024-04-27 16:00:00,4
12.941732585088396,77.56685399744245,robbery,2024-01-26 18:00:00,0
12.976410511102754,77.61997204712836,assault,2024-10-01 19:00:00,1
12.960780897070249,77.6533433959465,burglary,2024-05-21 05:00:00,34
12.987825518763193,77.61549364309809,assault,2024-09-15 00:00:00,1
13.011335746195153,77.58890633409675,robbery,2024-01-13 07:00:00,-1
13.013918420358888,77.59963053259466,burglary,2024-04-04 16:00:00,-1
12.98468066816129,77.61057537628588,fraud,2024-03-16 02:00:00,1
12.938669958628946,77.5630247130194,theft,2024-12-14 07:00:00,0
12.93244573562245,77.5649060801813,theft,2024-07-31 04:00:00,0
12.955913455816281,77.50876510460816,fraud,2024-03-29 12:00:00,-1
13.004409105558453,77.60120124543553,assault,2024-01-14 18:00:00,8
13.019933138953336,77.53824984583643,robbery,2024-06-01 16:00:00,-1
12.964548666209078,77.62095468662086,theft,2024-04-13 18:00:00,-1
12.92226304943329,77.55408112093797,burglary,2024-02-11 19:00:00,-1
12.995358100049023,77.61514861577221,robbery,2024-06-05 05:00:00,1
12.950322888386388,77.6331354191269,burglary,2024-09-10 03:00:00,-1
12.998631232787112,77.607135145262,assault,2024-10-20 12:00:00,1
12.945465947465564,77.62374850970339,robbery,2024-05-15 04:00:00,-1
12.987767410107484,77.60802993518618,burglary,2024-04-04 18:00:00,1
13.0274135356049,77.53996654158671,robbery,2024-05-27 10:00:00,-1
12.985377109849203,77.59902375572216,assault,2024-12-11 13:00:00,1
12.939441613054802,77.55119553965523,robbery,2024-04-20 07:00:00,13
12.920404161002326,77.6328544962537,fraud,2024-05-12 23:00:00,4
12.975387705530759,77.61917900463669,robbery,2024-02-20 13:00:00,1
12.958332190572287,77.64592001678191,theft,2024-12-11 13:00:00,3
12.92785416051513,77.63997114672526,robbery,2024-05-28 14:00:00,-1
12.952681988215476,77.64495763249477,burglary,2024-06-02 08:00:00,3
12.944019835956487,77.54163355304179,fraud,2024-07-28 01:00:00,-1
12.925179743903199,77.55811357071448,assault,2024-06-27 21:00:00,-1
12.937478918741204,77.63923707170885,fraud,2024-06-25 10:00:00,14
12.992648284656703,77.59561364114977,theft,2024-07-07 07:00:00,1
12.950571945693168,77.63072786939006,assault,2024-07-29 16:00:00,-1
12.990400345388478,77.61225059923372,robbery,2024-09-13 13:00:00,1
12.948310522196566,77.53892464117722,assault,2024-04-23 05:00:00,-1
12.9344603632916,77.55722792510565,fraud,2024-12-24 02:00:00,0
13.001465185202107,77.59385353629082,assault,2024-03-27 22:00:00,-1
12.937185987986483,77.61382302606481,theft,2024-09-11 07:00:00,-1
12.954857849754498,77.64358642713081,burglary,2024-09-20 01:00:00,3
12.943712775309233,77.55267614183707,fraud,2024-06-13 21:00:00,0
12.968165371776642,77.60820299469812,theft,2024-11-25 06:00:00,-1
12.961663076062674,77.6296625220299,assault,2024-01-02 00:00:00,3
12.971779491326728,77.60887681450717,assault,2024-04-28 11:00:00,20
12.917164926396849,77.64525596803337,robbery,2024-08-13 20:00:00,-1
12.924568102595646,77.63327740045416,robbery,2024-02-28 13:00:00,4
12.977281841710244,77.61739939681057,burglary,2024-08-24 06:00:00,1
12.96042093538976,77.63819956395017,fraud,2024-01-29 12:00:00,3
12.98176265029333,77.60888075766218,robbery,2024-06-01 05:00:00,1
12.990308459308377,77.60697947828331,theft,2024-01-27 05:00:00,1
12.95016613160557,77.57276340911571,burglary,2024-06-21 16:00:00,-1
13.006030574510728,77.60050178972796,assault,2024-05-09 21:00:00,8
12.935401816817281,77.56986018939706,fraud,2024-07-05 06:00:00,0
12.936180297239359,77.5646406143433,fraud,2024-03-09 23:00:00,0
12.961436093892084,77.62591510258729,theft,2024-08-31 10:00:00,15
12.979534688190887,77.63890295144319,assault,2024-06-02 01:00:00,-1
12.908393333697413,77.64152022986443,assault,2024-03-01 10:00:00,-1
12.988423782694944,77.60385968180194,theft,2024-04-17 11:00:00,1
12.942176343741982,77.5476376542745,assault,2024-02-13 16:00:00,16
12.987021398885425,77.62348838946303,robbery,2024-01-12 15:00:00,-1
12.943735452185953,77.56514874771129,burglary,2024-07-16 07:00:00,0
12.961190414967524,77.64554705310059,burglary,2024-12-30 14:00:00,3
13.05286372461035,77.57099735952177,assault,2024-11-30 20:00:00,-1
12.957511773586829,77.63843913691325,assault,2024-03-22 19:00:00,3
12.944708134492052,77.55607109420788,theft,2024-06-07 23:00:00,0
12.930355666048943,77.58213447875578,fraud,2024-06-19 07:00:00,-1
12.992711176155167,77.60554572618626,assault,2024-01-04 21:00:00,1
12.960216381802665,77.65338002256756,assault,2024-04-17 01:00:00,34
12.937860135958447,77.56872329503413,fraud,2024-08-14 06:00:00,0
12.927214142977684,77.62677582258446,robbery,2024-08-23 14:00:00,4
12.95548999171353,77.65129850645793,assault,2024-03-05 16:00:00,36
12.92231107281483,77.55780154342074,fraud,2024-05-25 04:00:00,-1
12.962734611967134,77.63767358037839,theft,2024-10-31 23:00:00,3
12.935282940404633,77.6295057038237,fraud,2024-01-11 12:00:00,27
13.00413621749621,77.617434716882,robbery,2024-11-25 10:00:00,-1
12.991472455449847,77.60363345036531,fraud,2024-09-18 04:00:00,1
12.971718100683729,77.61997910335222,robbery,2024-01-20 16:00:00,11
12.906892177726514,77.58634000591452,assault,2024-05-24 23:00:00,-1
12.932784079689997,77.56526290657565,theft,2024-03-29 08:00:00,0
12.920687480588153,77.63253519719699,fraud,2024-11-18 08:00:00,4
12.941549856866558,77.56886832926486,robbery,2024-08-13 23:00:00,0
12.916373807392704,77.62537017425795,burglary,2024-03-30 17:00:00,-1
12.987269589421093,77.60692064341293,theft,2024-03-21 17:00:00,1
13.00192696058131,77.61116030759625,homicide,2024-02-25 07:00:00,12
13.003629105136266,77.60552637696343,burglary,2024-08-03 18:00:00,12
12.9339722186664,77.63527580682636,burglary,2024-06-18 03:00:00,4
12.932008333445015,77.5640439488929,fraud,2024-11-09 18:00:00,0
12.991836807232364,77.59779737652147,burglary,2024-03-22 03:00:00,1
12.99502935276462,77.61469346332056,theft,2024-08-11 12:00:00,1
12.937399000831673,77.56091910121863,theft,2024-07-06 23:00:00,0
12.979249275294697,77.61716046040092,burglary,2024-03-14 08:00:00,1
13.004471249733994,77.59293389443519,fraud,2024-10-04 03:00:00,-1
12.923836892300416,77.63277033452069,assault,2024-01-17 11:00:00,4
12.94457434067689,77.64739155032949,robbery,2024-07-28 17:00:00,-1
12.997874716883777,77.6094882635679,robbery,2024-01-07 10:00:00,1
12.958005704628745,77.62338950871599,burglary,2024-02-27 22:00:00,-1
12.993895459926197,77.5946663680182,fraud,2024-04-08 12:00:00,1
12.962574127485164,77.63565499684617,burglary,2024-10-14 01:00:00,3
12.860164370745132,77.64966628614702,fraud,2024-08-23 23:00:00,-1
12.93085508317149,77.63316407589052,fraud,2024-03-24 05:00:00,4
12.944384972354326,77.55854691468616,theft,2024-06-11 16:00:00,0
12.96307338891826,77.65343807301794,assault,2024-01-27 07:00:00,34
12.929565716075997,77.62937716309273,burglary,2024-03-19 13:00:00,4
12.999941176260082,77.61509906866077,theft,2024-06-29 23:00:00,1
12.84794832082313,77.72094442422218,theft,2024-01-09 05:00:00,-1
12.962611253370072,77.63170858772959,assault,2024-12-09 07:00:00,3
12.952904445116609,77.55711896993874,assault,2024-04-04 05:00:00,-1
12.871650637732051,77.52881721299333,burglary,2024-09-23 21:00:00,-1
12.935095288823332,77.55697313601783,fraud,2024-06-08 14:00:00,0
12.931607471446132,77.6454706153009,theft,2024-12-18 01:00:00,-1
12.957076592824572,77.63421555665701,theft,2024-04-25 21:00:00,17
13.002153817138803,77.60888604110177,theft,2024-10-31 07:00:00,12
13.034276062805322,77.4979762652133,robbery,2024-02-10 17:00:00,-1
12.922442215751564,77.63452362039988,homicide,2024-11-13 14:00:00,4
12.954127909819578,77.5585574149967,robbery,2024-11-09 21:00:00,-1
12.905694959245023,77.6536173297313,theft,2024-01-14 10:00:00,-1
12.98654678420618,77.60023146251933,burglary,2024-07-01 18:00:00,1
12.941228706577625,77.63470820393489,theft,2024-12-17 23:00:00,10
12.952307026648421,77.63956303425661,assault,2024-04-02 21:00:00,2
12.956361030066168,77.64248546805374,fraud,2024-01-24 19:00:00,3
12.971905375870302,77.60369225873794,fraud,2024-05-31 17:00:00,-1
12.979802583915609,77.64296917785894,theft,2024-12-19 03:00:00,-1
13.005334942687002,77.60798027048116,burglary,2024-08-30 18:00:00,12
13.006611716978949,77.61550657925288,burglary,2024-12-20 07:00:00,-1
12.929998762237668,77.62888569474555,assault,2024-11-13 21:00:00,4
12.940288900966367,77.61805140234137,robbery,2024-03-24 01:00:00,-1
12.962048252329355,77.63897667242395,theft,2024-08-16 04:00:00,3
12.955312402274242,77.64244346169484,fraud,2024-10-29 10:00:00,3
12.978038133999702,77.60649923955768,homicide,2024-09-13 04:00:00,1
12.93211046509909,77.63213882896969,theft,2024-10-10 10:00:00,4
12.985742026739038,77.59817622382191,burglary,2024-04-29 11:00:00,1
12.928799625550072,77.63993310825238,robbery,2024-11-29 01:00:00,19
12.964875048233832,77.64008699772745,theft,2024-04-28 02:00:00,3
12.980191546076862,77.61899438012854,robbery,2024-07-24 11:00:00,1
12.990951825163076,77.58482484821393,burglary,2024-05-05 01:00:00,-1
12.966384633282356,77.64244333844817,assault,2024-06-26 22:00:00,22
12.918883851417899,77.63195206077414,theft,2024-11-03 15:00:00,4
12.999701585421642,77.59603852391432,fraud,2024-05-08 22:00:00,7
13.082241567545395,77.53606752215333,theft,2024-10-16 00:00:00,-1
12.993976640876053,77.60425149364661,theft,2024-01-26 07:00:00,1
12.9678982193484,77.64916767308547,theft,2024-05-21 20:00:00,-1
12.966903978311159,77.62295496851453,theft,2024-07-10 05:00:00,-1
13.032176413385614,77.62625765683661,theft,2024-11-19 01:00:00,-1
12.988923298213903,77.61429635708205,fraud,2024-10-05 18:00:00,1
12.98051105647806,77.61641186940739,robbery,2024-03-29 20:00:00,1
12.948829831217246,77.62652150491628,burglary,2024-11-11 00:00:00,-1
12.941844174941771,77.65381781710816,theft,2024-09-23 02:00:00,-1
12.994821653148515,77.61742928558054,robbery,2024-11-23 15:00:00,1
12.991165439979916,77.60430636525774,assault,2024-01-12 04:00:00,1
12.98175400724182,77.60583361619226,assault,2024-02-12 15:00:00,1
12.996234728683792,77.61903209143343,homicide,2024-04-16 22:00:00,1
12.979690015670313,77.61854393401721,fraud,2024-09-27 03:00:00,1
12.97053135531157,77.6146452971538,theft,2024-02-21 13:00:00,-1
12.937664228728925,77.56635671404437,robbery,2024-04-15 03:00:00,0
12.997328994790777,77.60393472518696,homicide,2024-12-15 10:00:00,1
12.928251365265988,77.62054541061815,burglary,2024-11-07 16:00:00,37
12.988218422857228,77.60326311303906,homicide,2024-06-20 23:00:00,1
12.985487191840294,77.61652098104877,robbery,2024-04-27 20:00:00,1
12.921792427714365,77.62591440723709,robbery,2024-04-30 09:00:00,18
13.015967837852441,77.53762180546255,theft,2024-01-19 03:00:00,-1
12.935639067580123,77.63577596507272,burglary,2024-08-29 04:00:00,4
12.964124226932194,77.6429818234206,theft,2024-05-29 15:00:00,3
12.99150817667533,77.62839443027801,robbery,2024-05-17 08:00:00,-1
12.98100524478751,77.63604493248084,fraud,2024-10-17 06:00:00,-1
13.06346355812978,77.5372910491741,assault,2024-08-28 10:00:00,-1
12.930528045905058,77.64085015872857,assault,2024-10-14 06:00:00,19
12.972905266911628,77.60971686878152,assault,2024-07-14 12:00:00,20
12.963001078288029,77.64739469443647,theft,2024-06-08 20:00:00,3
12.98603712656437,77.6103296498538,assault,2024-12-07 05:00:00,1
13.008179973275842,77.60781800049463,assault,2024-09-20 21:00:00,-1
12.93789804305996,77.63677286512906,theft,2024-04-15 22:00:00,14
12.937920437013972,77.62150126665968,burglary,2024-05-23 12:00:00,-1
12.934330896432982,77.63733038320547,theft,2024-10-12 20:00:00,21
12.921414927291787,77.633020356607,burglary,2024-06-09 20:00:00,4
12.93307323063033,77.63887123311186,theft,2024-05-30 17:00:00,21
12.976077199508792,77.61349621179667,fraud,2024-11-26 02:00:00,1
12.872980890719596,77.62703810075521,fraud,2024-09-18 02:00:00,-1
12.950719387351114,77.5753437433449,assault,2024-01-12 14:00:00,-1
12.959708646753118,77.63888031341546,assault,2024-08-03 09:00:00,3
12.931857140415099,77.56813579082991,theft,2024-06-11 01:00:00,0
12.928909256713395,77.57070400015833,fraud,2024-09-12 09:00:00,-1
12.95327656142132,77.66070513169139,assault,2024-04-04 13:00:00,-1
12.970175672276875,77.6441339130918,theft,2024-01-25 12:00:00,23
12.98122733699587,77.60699369867481,robbery,2024-03-19 03:00:00,1
12.985773562536812,77.61583916512717,assault,2024-05-20 13:00:00,1
12.91989367806627,77.63006491413172,robbery,2024-12-14 10:00:00,4
12.987067257973662,77.60780337213477,theft,2024-09-22 01:00:00,1
12.942369206650595,77.57119392813905,theft,2024-03-23 08:00:00,-1
12.931043713021197,77.55571581124738,burglary,2024-04-06 03:00:00,0
12.982407830807762,77.59815655620174,robbery,2024-05-03 05:00:00,1
12.983864364593819,77.60266772520457,assault,2024-04-01 21:00:00,-1
12.985057154076356,77.61459273184337,theft,2024-03-02 20:00:00,1
12.9773415455883,77.61854168982283,robbery,2024-03-05 12:00:00,1
12.985041392109741,77.62401672435026,theft,2024-06-21 03:00:00,-1
12.96001065483205,77.63188687911394,assault,2024-11-03 22:00:00,3
12.97216702153504,77.61508654967835,assault,2024-09-08 17:00:00,-1
12.926226654900793,77.5472909608506,assault,2024-01-21 09:00:00,-1
12.985431864862441,77.61674048040811,homicide,2024-02-17 00:00:00,1
12.99409828811861,77.60568759161346,burglary,2024-10-10 10:00:00,1
12.987209619597772,77.58717108472568,theft,2024-12-08 23:00:00,-1
12.985391278317833,77.60998553482159,robbery,2024-04-10 07:00:00,1
12.990456049867227,77.62001021479715,theft,2024-01-17 04:00:00,1
12.920988419351126,77.64160810517627,theft,2024-05-18 19:00:00,-1
12.92882657618279,77.56449267405384,theft,2024-09-17 04:00:00,0
12.99965644298741,77.61495511951026,assault,2024-02-18 03:00:00,1
12.932541860714057,77.64101463127531,robbery,2024-07-08 17:00:00,19
13.027649487608961,77.68091002924544,fraud,2024-09-25 20:00:00,-1
12.929247996799557,77.62395119752976,theft,2024-11-10 13:00:00,4
12.91849255460185,77.62826577901662,theft,2024-07-31 11:00:00,4
12.939661117626716,77.56672534973393,theft,2024-02-01 22:00:00,0
12.961472681818844,77.62639747369387,robbery,2024-05-28 07:00:00,15
12.926232370959243,77.62830187647734,burglary,2024-12-10 21:00:00,4
12.930605864830842,77.62600675942716,homicide,2024-04-04 14:00:00,4
12.933808271868019,77.55267826071812,assault,2024-07-07 00:00:00,0
12.941725941209297,77.54611334996036,burglary,2024-10-21 11:00:00,16
12.95407498632481,77.64349615061401,assault,2024-05-23 07:00:00,3
12.9633670687102,77.64240446439594,theft,2024-08-11 09:00:00,3
12.996884696846346,77.5932617847375,burglary,2024-08-18 01:00:00,7
12.964546539933949,77.62196561185678,robbery,2024-08-21 21:00:00,-1
12.921129174712162,77.63640385804824,fraud,2024-01-20 10:00:00,6
12.93635336877194,77.5699754290014,robbery,2024-07-04 03:00:00,0
12.991397417485834,77.6203595553659,theft,2024-06-02 04:00:00,1
12.97838194915248,77.6059610012784,assault,2024-03-11 03:00:00,1
12.977197520385062,77.61688366820519,robbery,2024-02-24 19:00:00,1
12.92724855778706,77.62588545072731,robbery,2024-06-07 18:00:00,4
12.951115269165738,77.64275850570566,burglary,2024-03-16 05:00:00,30
12.982418756264655,77.62722749842806,assault,2024-08-15 22:00:00,-1
12.952307927050386,77.63858948747593,theft,2024-09-07 14:00:00,2
12.929944853274202,77.5686526943038,theft,2024-07-16 03:00:00,0
12.924611463722597,77.63331091835907,assault,2024-03-18 10:00:00,4
12.961903346902536,77.6400608293476,theft,2024-04-16 16:00:00,3
12.985141999691287,77.61698566113955,burglary,2024-02-04 13:00:00,1
12.9989081950337,77.60020424170241,assault,2024-09-17 03:00:00,8
12.996444885180827,77.60143821600494,assault,2024-05-08 23:00:00,1
12.955339449128758,77.63690275530361,assault,2024-03-24 23:00:00,2
12.958252779272897,77.63804204063958,theft,2024-06-11 22:00:00,3
12.99280620637874,77.63615632592672,homicide,2024-03-10 11:00:00,-1
13.014227700775566,77.63034586668353,theft,2024-09-06 10:00:00,-1
12.94854394937525,77.63090901772043,burglary,2024-03-10 14:00:00,-1
12.997609704656538,77.61798499607272,theft,2024-07-17 20:00:00,1
12.998698272606665,77.60890888320077,robbery,2024-06-13 20:00:00,1
12.998367394938478,77.5988396762392,theft,2024-10-31 18:00:00,8
12.937841811088717,77.56298270096421,assault,2024-06-09 17:00:00,0
12.975834768559936,77.60892523828349,fraud,2024-10-15 16:00:00,1
12.977775714221208,77.6042342269333,robbery,2024-03-26 16:00:00,1
12.948351023955055,77.64408390480268,homicide,2024-11-25 20:00:00,-1
12.97812445942189,77.63148733209401,assault,2024-05-04 06:00:00,-1
12.927574710878224,77.62539359104765,homicide,2024-05-17 02:00:00,4
12.932173985133076,77.56501926970913,theft,2024-01-20 03:00:00,0
12.915839336956338,77.63197756458834,fraud,2024-08-01 19:00:00,-1
12.940069112940673,77.63425655738317,robbery,2024-03-06 23:00:00,10
12.93786864061219,77.56724973028507,assault,2024-09-18 06:00:00,0
12.90977606061481,77.62291798737178,theft,2024-07-15 18:00:00,-1
12.938108027328546,77.54869322820707,theft,2024-10-23 03:00:00,-1
12.991216667051976,77.61970120676371,assault,2024-08-25 07:00:00,1
12.998677256719498,77.59769499517978,burglary,2024-09-19 15:00:00,7
12.943513058428511,77.55802415602503,theft,2024-08-07 00:00:00,0
12.957264908300187,77.60153582599796,assault,2024-09-02 18:00:00,-1
13.01412747494157,77.65041829112222,fraud,2024-03-03 12:00:00,-1
12.943392629634735,77.53495376027188,theft,2024-04-11 22:00:00,-1
12.898092918259778,77.64097462532125,theft,2024-06-02 04:00:00,-1
12.939909734791938,77.55783624075251,homicide,2024-05-13 18:00:00,0
12.924979069025827,77.61557540316701,homicide,2024-12-29 08:00:00,-1
12.98760556321785,77.61087156997519,fraud,2024-10-12 15:00:00,1
12.97692455869248,77.62853563081744,fraud,2024-11-02 14:00:00,-1
13.0009081229861,77.61452232807322,robbery,2024-05-29 16:00:00,1
12.98514614934888,77.61846678912217,theft,2024-10-15 19:00:00,1
12.972279182845043,77.6249086928873,burglary,2024-06-04 14:00:00,-1
12.965996787428987,77.63664674183312,theft,2024-05-22 20:00:00,26
12.933176702029032,77.57175142535822,burglary,2024-02-08 08:00:00,-1
12.944075921844243,77.56296887400028,theft,2024-03-31 01:00:00,0
12.919793557419423,77.62878868093503,assault,2024-11-29 19:00:00,4
12.957279124654374,77.6430449063871,fraud,2024-03-23 13:00:00,3
12.941528817824095,77.56727746047171,homicide,2024-06-21 06:00:00,0
12.966163313913144,77.63545738717974,theft,2024-04-29 05:00:00,26
12.974425870589803,77.6161421757448,theft,2024-11-15 00:00:00,1
12.933807896432356,77.61828712971,theft,2024-11-29 08:00:00,38
12.924551542258358,77.63757268192133,assault,2024-04-29 22:00:00,4
12.97767285665556,77.62176783071405,assault,2024-09-23 13:00:00,1
13.009684869748106,77.61134032920125,theft,2024-12-22 02:00:00,-1
12.92952960543521,77.63635305885718,homicide,2024-08-03 00:00:00,4
12.899149343418484,77.71699627674326,fraud,2024-06-22 14:00:00,-1
12.95116090000762,77.6359227671857,theft,2024-01-21 18:00:00,2
12.932047632956595,77.64081488398436,burglary,2024-12-13 03:00:00,19
12.944775902956803,77.62981052807804,fraud,2024-06-10 22:00:00,-1
